	TCGA.A6.2675	TCGA.A6.4105	TCGA.A6.5656	TCGA.A6.5657	TCGA.A6.5659	TCGA.A6.5660	TCGA.A6.5661	TCGA.A6.5662	TCGA.A6.5664	TCGA.A6.5665	TCGA.A6.5666	TCGA.A6.5667	TCGA.A6.6137	TCGA.A6.6138	TCGA.A6.6140	TCGA.A6.6141	TCGA.A6.6142	TCGA.A6.6648	TCGA.A6.6649	TCGA.A6.6650	TCGA.A6.6651	TCGA.A6.6652	TCGA.A6.6653	TCGA.A6.6654	TCGA.A6.6780	TCGA.A6.6781	TCGA.A6.6782	TCGA.AA.3489	TCGA.AA.3496	TCGA.AA.3511	TCGA.AA.3655	TCGA.AA.3660	TCGA.AA.3662	TCGA.AA.3663	TCGA.AA.3697	TCGA.AA.3712	TCGA.AA.3713	TCGA.AD.5900	TCGA.AD.6548	TCGA.AD.6888	TCGA.AD.6889	TCGA.AD.6890	TCGA.AD.6895	TCGA.AD.6899	TCGA.AD.6901	TCGA.AD.6963	TCGA.AD.6964	TCGA.AD.6965	TCGA.AM.5820	TCGA.AM.5821	TCGA.AU.3779	TCGA.AU.6004	TCGA.AY.5543	TCGA.AY.6196	TCGA.AY.6197	TCGA.AY.6386	TCGA.AZ.4323	TCGA.AZ.4616	TCGA.AZ.5403	TCGA.AZ.5407	TCGA.AZ.6598	TCGA.AZ.6599	TCGA.AZ.6600	TCGA.AZ.6601	TCGA.AZ.6603	TCGA.AZ.6605	TCGA.AZ.6606	TCGA.AZ.6607	TCGA.AZ.6608	TCGA.CA.5254	TCGA.CA.5255	TCGA.CA.5796	TCGA.CA.5797	TCGA.CA.6715	TCGA.CA.6716	TCGA.CA.6717	TCGA.CA.6718	TCGA.CA.6719	TCGA.CK.4947	TCGA.CK.4948	TCGA.CK.4950	TCGA.CK.4952	TCGA.CK.5912	TCGA.CK.5913	TCGA.CK.5914	TCGA.CK.5915	TCGA.CK.5916	TCGA.CK.6746	TCGA.CK.6747	TCGA.CK.6748	TCGA.CK.6751	TCGA.CM.4743	TCGA.CM.4751	TCGA.CM.5344	TCGA.CM.5348	TCGA.CM.5349	TCGA.CM.5860	TCGA.CM.5861	TCGA.CM.5862	TCGA.CM.5863	TCGA.CM.5864	TCGA.CM.5868	TCGA.CM.6161	TCGA.CM.6162	TCGA.CM.6163	TCGA.CM.6164	TCGA.CM.6165	TCGA.CM.6166	TCGA.CM.6167	TCGA.CM.6168	TCGA.CM.6169	TCGA.CM.6170	TCGA.CM.6171	TCGA.CM.6172	TCGA.CM.6674	TCGA.CM.6675	TCGA.CM.6676	TCGA.CM.6677	TCGA.CM.6678	TCGA.CM.6679	TCGA.CM.6680	TCGA.D5.5537	TCGA.D5.5538	TCGA.D5.5539	TCGA.D5.5540	TCGA.D5.5541	TCGA.D5.6529	TCGA.D5.6530	TCGA.D5.6531	TCGA.D5.6532	TCGA.D5.6533	TCGA.D5.6534	TCGA.D5.6535	TCGA.D5.6536	TCGA.D5.6537	TCGA.D5.6538	TCGA.D5.6539	TCGA.D5.6540	TCGA.D5.6541	TCGA.D5.6898	TCGA.D5.6920	TCGA.D5.6922	TCGA.D5.6923	TCGA.D5.6924	TCGA.D5.6926	TCGA.D5.6927	TCGA.D5.6928	TCGA.D5.6929	TCGA.D5.6930	TCGA.D5.6931	TCGA.D5.6932	TCGA.D5.7000	TCGA.DM.A0X9	TCGA.DM.A0XD	TCGA.DM.A0XF	TCGA.DM.A1D0	TCGA.DM.A1D4	TCGA.DM.A1D6	TCGA.DM.A1D7	TCGA.DM.A1D8	TCGA.DM.A1D9	TCGA.DM.A1DA	TCGA.DM.A1DB	TCGA.DM.A1HA	TCGA.DM.A1HB	TCGA.DM.A280	TCGA.DM.A282	TCGA.DM.A285	TCGA.DM.A288	TCGA.DM.A28A	TCGA.DM.A28C	TCGA.DM.A28E	TCGA.DM.A28F	TCGA.DM.A28G	TCGA.DM.A28H	TCGA.DM.A28K	TCGA.DM.A28M	TCGA.F4.6459	TCGA.F4.6460	TCGA.F4.6461	TCGA.F4.6463	TCGA.F4.6569	TCGA.F4.6570	TCGA.F4.6703	TCGA.F4.6704	TCGA.F4.6805	TCGA.F4.6806	TCGA.F4.6807	TCGA.F4.6808	TCGA.F4.6809	TCGA.F4.6854	TCGA.F4.6855	TCGA.F4.6856	TCGA.G4.6293	TCGA.G4.6294	TCGA.G4.6295	TCGA.G4.6297	TCGA.G4.6298	TCGA.G4.6299	TCGA.G4.6302	TCGA.G4.6303	TCGA.G4.6304	TCGA.G4.6306	TCGA.G4.6307	TCGA.G4.6309	TCGA.G4.6310	TCGA.G4.6311	TCGA.G4.6314	TCGA.G4.6315	TCGA.G4.6317	TCGA.G4.6320	TCGA.G4.6321	TCGA.G4.6322	TCGA.G4.6323	TCGA.G4.6586	TCGA.G4.6588	TCGA.G4.6625	TCGA.G4.6626	TCGA.G4.6627	TCGA.G4.6628
AR|367	2.468750001	0.360708562	-0.53529841	0.80013787	0.374751134	-0.284272695	-0.542105859	1.301810194	1.117873563	1.279972818	-0.578060032	0.588209121	1.650054086	-0.154436803	-1.057266787	-0.312396931	-0.708046536	-1.015331482	0.855856345	-0.709570389	1.826497234	-0.505309361	0.086188646	1.221508288	-1.023225366	1.136916304	0.065749081	1.135480199	2.194378446	0.601642988	0.523813948	0.167793108	0.507748506	1.151192685	0.341652905	0.304249354	0.103710835	-0.16635421	-0.057405761	-1.095938604	-1.363228802	-0.970145677	-0.225676206	0.663575562	0.116290534	-0.754339453	-0.428442012	0.366300911	-0.301508069	-0.753968443	-0.758679959	0.601285621	-1.081858512	1.457809176	1.914016642	-0.262224377	2.763439573	-1.020962449	-0.3490663	-0.975483022	1.416944416	1.555219385	0.959705966	1.532421262	2.30566401	3.33625627	-0.85088926	0.981484561	-1.073461404	-0.885845699	-0.989574137	-0.944984688	-0.591457452	-0.374057432	-0.843114919	3.092759861	-0.444844766	0.229455702	-0.294126348	-0.068042704	0.767168319	-0.420177688	-0.091344901	0.033499683	-0.690009328	-0.825217844	0.478304602	-1.045088404	0.173406507	1.086742758	-0.426284394	-1.363228802	0.635058697	0.070306377	0.896582397	0.240933672	0.270060446	-0.910722272	-0.444387198	0.67414376	-0.923465364	-1.103939434	-0.39429367	1.295075864	0.424778725	-0.372112662	-0.10013231	-0.32849865	1.442140793	1.505942745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASAM|79827	1.887814667	0.425546587	-1.047130366	0.682134509	0.689922123	-0.127749968	-0.236058726	1.78714547	0.875437959	0.737108385	-1.211635012	0.804923563	-0.051146338	0.348338834	-1.126005815	-0.475035523	0.483362068	-0.355616905	0.794897155	-0.909473767	1.556435929	-0.650765551	-0.066990662	1.135105241	-1.178426648	1.496937239	0.208404623	2.037621243	1.962782024	0.738842874	1.254644284	0.292427172	1.065854095	1.680698821	1.018063387	0.550657435	0.745778431	0.540097844	0.308546892	-1.489744343	-0.678381585	-0.407137741	0.127300195	0.603969884	0.354307797	-0.069230602	0.455282552	-0.778037631	-0.160632632	0.369274481	0.145087065	1.197781399	-1.134545748	1.399561287	-0.243644063	-1.278860245	1.099995475	-0.34332873	0.307087168	-1.118174591	1.258649049	1.028109742	0.880800871	1.573966103	1.856339531	2.629991217	-1.47453902	1.631527127	-2.600913402	-0.119699514	-1.918541375	-0.994667956	-0.074896968	-1.021158022	-0.009780652	0.946993357	0.407591548	0.637396087	0.507990606	0.659894382	0.049160308	-0.553938396	-0.567684649	0.361073597	-0.039879337	-1.573519561	0.20501703	-1.444450125	-0.163161265	0.766543818	-0.058387789	0.344987443	0.196397829	0.10335605	0.841845537	0.454928504	0.946616332	-0.634295499	-0.512496826	0.549435076	-0.922085817	-0.451283363	0.011694968	1.403023413	0.463331778	0.066335467	0.163222913	-0.853608165	1.51473	1.103651892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB2|51676	2.54729231	0.238830086	0.186362887	1.148678919	1.081447773	-0.781514474	-0.546241193	2.201986549	0.597584962	1.070963603	-2.104803761	1.249109642	0.405817858	0.405698959	-0.652661496	0.866922663	-0.603686131	-0.379095427	0.993297288	-0.60600345	1.686964597	-0.853357085	-1.078859202	0.911078771	-0.26348076	-0.116928737	-0.226408615	2.154511577	2.339554953	1.388746148	1.950233965	1.04394917	1.366017088	2.213801346	1.502580669	1.065385547	1.672363882	0.640603897	0.105199993	-1.00340801	-1.34783185	-0.15625715	0.20368834	0.421131582	-0.747247493	0.169326018	0.46004701	-0.577282235	0.676083563	-0.968043636	0.485936923	0.218404671	-0.478301051	0.708734866	-0.26423786	-0.251083904	1.41355079	-0.345094149	0.18001192	0.258703458	1.758217276	0.826682772	0.808625764	1.97584882	2.268303704	3.141824061	-0.966945926	-0.206396695	-1.218384903	-1.325362729	-0.381004601	-0.294414191	0.12812208	-1.474452332	0.030226287	1.171809053	0.400960612	0.77169165	0.287140934	-0.324977786	0.247682662	-1.858520949	-0.729664101	-0.900461317	-1.417089842	-2.062742065	0.325573438	-0.396560441	-0.190155623	0.020239789	-0.621323112	-0.968131917	0.237296577	-0.171175614	0.809892823	1.014510982	-0.50159944	-0.795792654	-0.702003276	-0.221676755	-0.609839507	-0.873057828	0.22794611	0.355314144	0.201740378	0.243030951	0.176388315	-0.110363437	2.064579794	0.844929534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB5|140458	3.169202721	-0.642025296	1.615871878	0.594768155	1.317343099	-0.642025296	-0.642025296	2.674209265	-0.030141849	0.105337965	-0.642025296	1.399186937	-0.642025296	-0.042587552	-0.642025296	-0.642025296	-0.642025296	-0.642025296	0.457629127	-0.642025296	1.566736119	-0.642025296	-0.642025296	0.978672877	-0.642025296	-0.642025296	-0.642025296	3.561099343	3.464460478	0.840500171	3.018903524	0.544299308	2.667148135	2.089806714	1.879091041	0.423842397	2.795998377	0.787743141	-0.402752417	-0.642025296	-0.642025296	-0.642025296	0.20487353	-0.023799332	-0.642025296	-0.642025296	-0.282786429	-0.642025296	1.41313863	-0.642025296	-0.348981688	-0.20305641	-0.642025296	-0.313614443	-0.642025296	-0.642025296	-0.357947721	-0.642025296	0.504895683	-0.642025296	1.410835078	0.356942389	0.386273419	2.585411579	2.853014195	3.212183496	-0.642025296	0.211430453	-0.642025296	-0.642025296	-0.642025296	-0.642025296	1.036104119	-0.642025296	0.051117115	0.966806974	-0.41108439	0.846132704	-0.642025296	-0.443390018	-0.440243131	-0.642025296	-0.642025296	-0.642025296	-0.642025296	-0.642025296	0.571798426	-0.642025296	-0.642025296	0.220715211	-0.642025296	-0.642025296	-0.642025296	-0.007697293	0.982745339	0.7914145	-0.642025296	0.152836397	-0.058008826	-0.642025296	-0.642025296	0.075247122	-0.642025296	-0.044040251	-0.642025296	0.493152	1.306187657	0.211862657	1.617001389	1.013087536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCL2|430	-1.457507078	0.616890011	0.806400033	0.577332206	-1.567633608	1.23116074	-1.078511221	-1.248166497	-0.62791811	-1.579296811	1.027211406	-0.9973404	0.544676789	0.418714662	0.825984847	0.262259813	0.966158545	0.371031455	-0.501996119	0.585089271	0.254606783	0.575918667	0.233397739	0.320869714	0.294093843	-2.297784091	0.86445249	-1.165931553	-1.626518236	-0.806639793	-0.886063066	-1.142401022	-0.399170004	-1.32741492	-1.111668278	-0.905654812	-1.542672751	-0.207665567	0.19582459	1.189684654	-0.152963486	0.203192502	-0.699444406	0.182816871	1.049534548	0.885241501	-0.671619328	0.674531226	-0.029016753	-0.061196417	0.351962124	0.231830625	0.492339547	-2.021589761	-0.38684056	-0.089221596	-0.20841533	0.773194292	0.442162069	0.274914404	-1.09821515	-0.841022067	-1.330813997	-0.88724084	-1.331569513	-2.517846853	0.201027229	-3.064717895	1.256862218	0.404520255	-0.279005615	-2.082790526	0.402248829	0.453663837	0.927385007	0.252048378	0.376246755	0.719026307	-0.356391764	1.038304637	0.087436352	-1.868382232	0.608933876	-0.277233087	0.621018326	0.647269427	-0.610671583	-2.467113271	0.056750028	0.677824217	0.153268342	-1.506406057	-0.352587127	0.451822163	-0.798566358	0.775669118	0.057608141	-2.150610309	0.57411213	-0.812380715	0.852943368	0.833815196	0.50432084	-1.308171557	0.042786971	1.154774481	0.528164033	0.961042078	-0.071341529	-0.029763232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPA|443	2.198994852	0.072444656	-1.231006668	0.611435878	2.232187519	-0.043493393	-0.401108942	2.215672206	1.186806424	2.026619885	-0.878767885	1.924133069	-0.671576654	-0.496853477	-1.231006668	-0.544780615	-0.20006313	-0.034424403	0.170515935	-0.570363051	0.757051425	-0.919750928	-0.28586189	0.53537069	0.425432829	0.338301027	1.485383658	2.48491568	2.273769705	1.832786516	1.83775342	1.895150508	1.98032838	2.134975886	1.71524935	2.12199284	2.718550624	0.575559391	-0.402342232	-0.960860121	-0.277484762	-0.358409738	0.392161034	-0.16160909	1.235188088	-0.776023806	0.517991753	-0.27244735	0.853938735	-0.868905735	-1.231006668	-0.031998278	-0.946629564	2.440016622	-0.278580122	-0.118236557	1.525872341	0.053478247	-0.094159022	-0.839117312	2.61002039	1.991522485	2.201927594	1.77718339	2.556000915	2.362673899	-0.713192101	-0.351710143	-1.231006668	-0.956193664	-0.853359009	-0.808293063	-0.450987921	-0.961983868	-0.928416727	0.739388686	-0.948164948	-0.485288703	0.111711406	-0.987730824	0.944978835	-1.231006668	-0.448104981	-0.153315067	-0.940089081	-0.35742302	-0.6207098	-0.004571191	0.322049618	-0.939237004	-0.440736008	-0.021071454	0.892725347	-0.643867959	0.028466663	0.138552138	-0.057268868	-0.773664508	-0.515740471	-0.46691504	-0.786543777	-0.249215188	0.041634265	0.571282067	0.152266372	0.094423061	0.135422478	0.17811363	1.859132075	1.055799868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPG|374569	2.042969499	0.086444551	1.066099169	-1.127792095	0.859881538	-0.359619724	-0.72700205	2.257309045	-0.685935077	2.535754446	-0.657187908	3.396433494	0.028098312	-1.127792095	1.227597127	-1.127792095	-0.609299521	1.500255614	1.083787428	-0.322126871	-0.468598184	0.582542129	-0.510284873	-0.874829838	-0.667284851	0.680443981	0.149604206	2.474385571	2.377856925	2.339472633	2.247184808	2.559946959	3.357705345	1.748262146	1.563316092	2.832976102	2.652131032	-1.127792095	0.356714034	0.54460733	-0.850834765	-0.20668105	-0.68227349	0.109023106	-0.26331027	-0.021818021	-0.045056159	-0.500811918	-0.287576565	-1.127792095	-0.268546823	-0.706832548	-1.127792095	0.23108559	-0.727480981	-0.442591218	-0.118328619	-0.664628865	0.7407932	-0.451831979	2.409473803	0.62635835	-0.830027647	1.506122461	0.15531164	-1.127792095	-0.722341182	0.048194233	-0.592188632	-1.127792095	-0.237955132	-0.576268087	-0.517034243	-0.917146148	-1.127792095	-1.127792095	-0.906325877	1.175520498	-0.01995693	-0.397734685	-0.255066982	-0.897955356	-0.856619357	-0.892558284	-0.73032477	-0.560544766	-1.127792095	-1.127792095	-0.209464579	-0.384706224	-0.853409413	-1.127792095	0.253015548	0.213986552	-1.127792095	0.14169637	0.403125876	0.141776919	0.280900771	-0.676374306	0.568478582	0.435736537	-0.012792061	-1.127792095	1.282512116	-0.270537434	-0.520137056	-0.813441119	0.105121076	0.123756572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPN|54829	0.578563108	-0.276394587	-0.751037213	0.814279855	-0.198127963	0.417551069	-0.738238355	0.439361065	1.003127335	-0.735874169	0.048141365	-0.235289342	-0.8953938	0.078690707	-1.060158516	-0.137764262	1.237579983	-0.7889549	0.328198762	-1.023390338	1.195788696	-0.902769765	-0.572024858	0.567598431	-1.264990311	1.552888367	0.983947337	0.446763885	0.662479824	-0.368255369	0.237855768	0.045683306	0.09181658	0.339487959	0.061162467	-0.15267218	0.082610325	0.504789475	-0.242333714	-2.843294125	-1.130965121	-1.170493671	-0.077382802	1.069254213	0.831916714	-1.034295828	1.074001174	0.005274619	0.907416928	-1.471300509	0.030795291	-0.484647255	-1.719397632	1.122321267	-2.122715494	-1.031603985	0.589221896	0.491411498	1.637803694	-1.375368431	0.057538545	-0.075666633	-0.208325582	0.635523799	0.339991354	1.455418692	-1.642899241	2.334397552	-2.196748009	0.893658097	-0.806281738	-0.826089033	0.941010554	0.056963648	0.79771754	1.119596948	0.780198837	1.333455944	0.476483687	0.469742261	-1.152731796	-1.082002671	0.094303721	0.328024366	0.463141441	-1.558969765	0.419573639	-0.650671708	-0.864245858	0.807594581	0.153711667	-0.232313969	-0.489090214	1.134946621	1.17578497	0.579059856	1.836036741	-0.209498971	0.392200191	0.145196417	-0.221436723	1.357770571	0.221776211	0.817310639	0.719829196	0.182386234	0.916707628	0.654098897	1.683409294	1.179353654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASTN1|460	2.712977308	-0.51505999	-0.856413994	1.054238142	1.774888222	-0.344921243	-0.856413994	2.490856685	0.574912297	1.923608015	-0.856413994	1.416486276	-0.543407902	-0.856413994	-0.856413994	-0.856413994	-0.476910365	-0.856413994	0.982293125	-0.382502062	2.461944171	-0.556320237	-0.519434202	0.937463116	-0.856413994	-0.534035926	1.358922897	2.115712676	2.71423105	1.663219429	0.890909301	1.136705943	1.253363071	1.955704547	1.481444218	1.103981537	1.574384989	0.713232944	0.165364728	-0.595955208	-0.856413994	-0.473377301	-0.307832166	0.085969531	1.655766518	-0.608257361	-0.432219024	-0.856413994	-0.046300702	-0.856413994	-0.856413994	-0.338072548	-0.376809963	0.153278398	-0.856413994	-0.552602174	4.046414574	-0.286105754	-0.856413994	-0.478578234	2.923871928	1.886108672	2.277215715	1.588145159	2.90629358	3.166181201	-0.856413994	1.543638315	-0.856413994	-0.856413994	-0.04793964	-0.856413994	-0.397497469	-0.597038657	0.187693839	0.731217089	0.141086184	1.065053074	-0.039991891	-0.439401933	0.356150216	-0.573408398	-0.522510012	-0.35281219	-0.856413994	-0.856413994	-0.268003063	-0.546404639	-0.598364807	0.254492743	-0.856413994	-0.856413994	0.489638221	0.042224716	0.433745225	0.633502083	-0.474622538	-0.129677572	-0.441544118	-0.119723557	-0.427890046	-0.410605598	-0.033122681	0.224476857	0.158404204	0.109371165	0.041364049	-0.856413994	0.998781663	1.160556805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASXL3|80816	1.249405568	0.030518058	-0.154775677	0.086193014	2.135606188	0.859162621	-0.601464338	1.676869069	0.592301302	1.332874797	0.237910972	1.334085203	1.626341572	1.370559281	0.821199597	0.157547912	-0.792462363	0.51741424	0.541379097	-0.998781531	0.494817018	0.646728359	-1.183133352	0.066284235	1.092375549	0.915428522	-0.203090091	1.243312106	1.364193611	0.975945592	1.640290382	1.013243403	1.542479629	1.533990472	1.753854432	1.460222651	1.508465696	-0.458325245	0.168580213	-0.27069433	-1.402085468	0.244153612	-1.208301637	-0.343107384	0.349479826	0.114081971	1.408629914	1.404188554	-1.252936632	-1.16618745	-0.194325172	1.438763814	0.747917948	0.777045228	1.900625835	-1.229990241	1.247388475	-1.18801677	-1.050051381	-1.367718724	1.549387356	1.571464487	1.278817408	1.810080161	1.653762767	1.507242077	1.14576922	0.178253582	-0.603393893	-1.286167776	-0.965652949	-1.33997171	-0.732902202	-0.471052556	-0.956317162	0.290013	-1.465879957	-0.271480105	-0.845855094	-0.392992818	0.590142418	0.339396558	-1.187438373	-1.450052258	1.052923205	-0.247304368	-1.397818778	-1.431044855	-0.195398073	0.39682456	-1.009108475	-1.097569361	-0.337078544	-0.76325018	0.887190523	-0.140162305	-0.663923485	-1.720485126	-1.333141817	-0.585387703	1.180333687	-1.484586808	-0.574894013	0.651521616	0.714348007	0.424450821	-0.882274549	-0.046997999	0.685094861	0.647493729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATCAY|85300	2.550176568	-0.152777631	-0.930562648	1.242334062	1.588059216	0.027081108	-0.930562648	2.450266624	0.645912192	1.86551477	-0.930562648	1.370614786	-0.930562648	0.348090141	-0.628711232	-0.930562648	0.326498072	-0.587339327	-0.243884362	-0.656634227	2.208192558	0.039222979	-0.160745928	0.690298147	-0.930562648	-0.604173873	-0.402571084	2.35115366	2.458784366	1.416596809	1.223937049	1.177398574	1.392881139	2.038954218	1.43638087	0.51221345	0.598458761	0.72083719	-0.001278579	-0.930562648	0.000202241	-0.542760594	-0.193609194	0.023545075	-0.930562648	-0.679318697	-0.930562648	0.775730836	0.210894226	-0.3294877	-0.334135917	0.14468325	-0.444991861	-0.930562648	-0.431513928	-0.39867482	4.294404743	-0.015032335	-0.383399141	-0.930562648	2.896753831	1.995603702	1.473479643	1.666964936	2.465712277	3.18814142	-0.930562648	1.16982268	-0.930562648	-0.930562648	-0.930562648	-0.930562648	-0.930562648	-0.172657402	0.736934819	0.162400431	-0.0245171	1.552006939	-0.636133077	-0.930562648	0.077701027	-0.431054612	-0.930562648	-0.930562648	-0.930562648	-0.930562648	0.593733993	-0.930562648	-0.470545676	1.320826321	-0.588502882	-0.930562648	0.838047134	0.21854443	1.848312285	0.84167608	-0.544021322	-0.484135542	-0.232367192	-0.184707042	-0.930562648	-0.479207947	-0.097028764	-0.215667671	-0.436259637	0.540376153	0.403254923	-0.930562648	1.376424483	0.943057579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG9B|285973	-1.873174183	0.151124695	1.253524278	-0.212889482	-1.584894695	-0.013804348	-1.776900224	-0.669042488	-1.213651266	-1.283723831	1.266205705	-1.342908504	-0.071176604	0.669295984	-0.782760625	-1.413066529	1.178985925	0.284648493	0.817252463	0.893403556	-0.046643677	1.319719122	-1.319320677	1.539918892	0.323671769	-0.759870615	0.991834584	-1.437021663	-1.333359	-1.109750309	-1.155022005	-1.661430379	-1.92159166	-1.169947447	-1.532887484	-1.540539277	-1.824196518	-0.047039971	0.011167553	0.222226673	-0.809132476	-0.427846802	0.685647139	0.496213059	1.831531284	1.297705161	-1.284741316	0.309768446	-0.768005646	-0.680715036	0.673576164	-0.769022898	0.630933554	1.042354048	0.525557138	-0.439876303	0.421815363	0.614421025	0.877003265	-1.814039861	-1.516440256	-1.77060323	-1.168189376	-1.771659178	-1.517311688	-2.178021862	-0.54138267	0.207632316	0.491077863	0.185107801	0.342853994	-1.252085203	-0.069746906	-0.196720634	1.312692757	-0.524837491	1.467336056	1.153744961	-0.278349656	1.152348344	-1.353872484	-2.260649618	-0.689262763	-1.397029233	0.654217674	-0.638336997	-1.078967072	-1.710170628	-0.619241542	1.940774123	-1.259316156	0.06668576	1.206573541	0.215948137	-0.166323811	-0.138531797	0.521822144	-0.912754315	-0.273859175	0.717159295	0.302680384	0.48472733	-0.376992473	-1.477692215	0.64904606	0.537974346	-0.938309158	-0.141322484	0.252235972	0.283264745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
